股票代码,股票名称,市场,分类,类型
603009,北特科技,A股,沪深A股,股票
300061,旗天科技,A股,沪深A股,股票
300871,回盛生物,A股,沪深A股,股票
002388,新亚制程,A股,沪深A股,股票
002957,科瑞技术,A股,沪深A股,股票
603358,华达科技,A股,沪深A股,股票
600090,退市济堂,A股,沪深A股,股票
301302,华如科技,A股,沪深A股,股票
002639,雪人股份,A股,沪深A股,股票
600653,申华控股,A股,沪深A股,股票
600265,*ST景谷,A股,沪深A股,股票
301168,通灵股份,A股,沪深A股,股票
300536,农尚环境,A股,沪深A股,股票
002536,飞龙股份,A股,沪深A股,股票
300996,普联软件,A股,沪深A股,股票
002209,达意隆,A股,沪深A股,股票
300189,神农科技,A股,沪深A股,股票
605005,合兴股份,A股,沪深A股,股票
000938,紫光股份,A股,沪深A股,股票
688161,威高骨科,A股,沪深A股,股票
688789,宏华数科,A股,沪深A股,股票
603223,恒通股份,A股,沪深A股,股票
688196,卓越新能,A股,沪深A股,股票
300437,清水源,A股,沪深A股,股票
300202,聚龙退,A股,沪深A股,股票
002747,埃斯顿,A股,沪深A股,股票
300125,聆达股份,A股,沪深A股,股票
600173,卧龙地产,A股,沪深A股,股票
600478,科力远,A股,沪深A股,股票
600234,科新发展,A股,沪深A股,股票
688270,臻镭科技,A股,沪深A股,股票
002309,ST中利,A股,沪深A股,股票
002630,华西能源,A股,沪深A股,股票
002434,万里扬,A股,沪深A股,股票
000058,深赛格,A股,沪深A股,股票
603055,台华新材,A股,沪深A股,股票
300607,拓斯达,A股,沪深A股,股票
600686,金龙汽车,A股,沪深A股,股票
000010,美丽生态,A股,沪深A股,股票
300258,精锻科技,A股,沪深A股,股票
000673,当代退,A股,沪深A股,股票
688327,云从科技-UW,A股,沪深A股,股票
002777,久远银海,A股,沪深A股,股票
300893,松原股份,A股,沪深A股,股票
300986,志特新材,A股,沪深A股,股票
300649,杭州园林,A股,沪深A股,股票
002421,达实智能,A股,沪深A股,股票
002547,春兴精工,A股,沪深A股,股票
603023,威帝股份,A股,沪深A股,股票
601058,赛轮轮胎,A股,沪深A股,股票
000736,中交地产,A股,沪深A股,股票
301098,金埔园林,A股,沪深A股,股票
000695,滨海能源,A股,沪深A股,股票
600006,东风汽车,A股,沪深A股,股票
002284,亚太股份,A股,沪深A股,股票
601279,英利汽车,A股,沪深A股,股票
002410,广联达,A股,沪深A股,股票
603677,奇精机械,A股,沪深A股,股票
600313,农发种业,A股,沪深A股,股票
600283,钱江水利,A股,沪深A股,股票
002529,海源复材,A股,沪深A股,股票
603982,泉峰汽车,A股,沪深A股,股票
600139,*ST西源,A股,沪深A股,股票
605133,XD嵘泰股,A股,沪深A股,股票
688585,上纬新材,A股,沪深A股,股票
002590,万安科技,A股,沪深A股,股票
002211,ST宏达,A股,沪深A股,股票
600241,ST时万,A股,沪深A股,股票
601975,招商南油,A股,沪深A股,股票
002243,力合科创,A股,沪深A股,股票
300552,万集科技,A股,沪深A股,股票
300799,左江科技,A股,沪深A股,股票
000572,海马汽车,A股,沪深A股,股票
000625,长安汽车,A股,沪深A股,股票
000020,深华发Ａ,A股,沪深A股,股票
003021,兆威机电,A股,沪深A股,股票
002060,粤水电,A股,沪深A股,股票
000722,湖南发展,A股,沪深A股,股票
000628,高新发展,A股,沪深A股,股票
600335,国机汽车,A股,沪深A股,股票
002168,惠程科技,A股,沪深A股,股票
002892,科力尔,A股,沪深A股,股票
000530,冰山冷热,A股,沪深A股,股票
000070,特发信息,A股,沪深A股,股票
601009,南京银行,A股,沪深A股,股票
002951,金时科技,A股,沪深A股,股票
000913,钱江摩托,A股,沪深A股,股票
688297,C无人机,A股,沪深A股,股票
002896,中大力德,A股,沪深A股,股票
603656,泰禾智能,A股,沪深A股,股票
002843,泰嘉股份,A股,沪深A股,股票
603551,奥普家居,A股,沪深A股,股票
301112,C信邦,A股,沪深A股,股票
002838,道恩股份,A股,沪深A股,股票
000151,中成股份,A股,沪深A股,股票
002996,顺博合金,A股,沪深A股,股票
002121,科陆电子,A股,沪深A股,股票
002523,天桥起重,A股,沪深A股,股票
001316,润贝航科,A股,沪深A股,股票
601089,N福元,A股,上证A股,股票
688209,英集芯,A股,上证A股,股票
688170,德龙激光,A股,上证A股,股票
688348,昱能科技,A股,上证A股,股票
688390,固德威,A股,上证A股,股票
688238,和元生物,A股,上证A股,股票
688048,长光华芯,A股,上证A股,股票
688234,天岳先进,A股,上证A股,股票
688326,经纬恒润-W,A股,上证A股,股票
600187,国中水务,A股,上证A股,股票
600385,退市金泰,A股,上证A股,股票
603388,元成股份,A股,上证A股,股票
600576,祥源文化,A股,上证A股,股票
600715,文投控股,A股,上证A股,股票
601007,金陵饭店,A股,上证A股,股票
605179,一鸣食品,A股,上证A股,股票
600348,华阳股份,A股,上证A股,股票
605255,天普股份,A股,上证A股,股票
600593,大连圣亚,A股,上证A股,股票
601567,三星医疗,A股,上证A股,股票
601116,三江购物,A股,上证A股,股票
605108,同庆楼,A股,上证A股,股票
600834,申通地铁,A股,上证A股,股票
600315,上海家化,A股,上证A股,股票
605056,咸亨国际,A股,上证A股,股票
605089,味知香,A股,上证A股,股票
603893,瑞芯微,A股,上证A股,股票
605016,百龙创园,A股,上证A股,股票
603566,普莱柯,A股,上证A股,股票
600621,华鑫股份,A股,上证A股,股票
600563,法拉电子,A股,上证A股,股票
603185,上机数控,A股,上证A股,股票
603198,迎驾贡酒,A股,上证A股,股票
603219,富佳股份,A股,上证A股,股票
600620,天宸股份,A股,上证A股,股票
605028,世茂能源,A股,上证A股,股票
603617,君禾股份,A股,上证A股,股票
600032,浙江新能,A股,上证A股,股票
603109,神驰机电,A股,上证A股,股票
688616,西力科技,A股,上证A股,股票
600929,雪天盐业,A股,上证A股,股票
603817,海峡环保,A股,上证A股,股票
600778,友好集团,A股,上证A股,股票
688320,禾川科技,A股,上证A股,股票
603229,奥翔药业,A股,上证A股,股票
600779,水井坊,A股,上证A股,股票
688662,富信科技,A股,上证A股,股票
688088,虹软科技,A股,上证A股,股票
688668,鼎通科技,A股,上证A股,股票
600506,香梨股份,A股,上证A股,股票
603076,乐惠国际,A股,上证A股,股票
603987,康德莱,A股,上证A股,股票
601615,明阳智能,A股,上证A股,股票
603595,东尼电子,A股,上证A股,股票
600745,闻泰科技,A股,上证A股,股票
688187,时代电气,A股,上证A股,股票
600418,江淮汽车,A股,上证A股,股票
603208,江山欧派,A股,上证A股,股票
688793,倍轻松,A股,上证A股,股票
600770,综艺股份,A股,上证A股,股票
600237,铜峰电子,A股,上证A股,股票
601908,京运通,A股,上证A股,股票
688779,长远锂科,A股,上证A股,股票
688586,江航装备,A股,上证A股,股票
688046,药康生物,A股,上证A股,股票
600089,特变电工,A股,上证A股,股票
688195,腾景科技,A股,上证A股,股票
600702,舍得酒业,A股,上证A股,股票
600872,中炬高新,A股,上证A股,股票
600392,盛和资源,A股,上证A股,股票
605358,立昂微,A股,上证A股,股票
688676,金盘科技,A股,上证A股,股票
603171,税友股份,A股,上证A股,股票
603227,雪峰科技,A股,上证A股,股票
688536,思瑞浦,A股,上证A股,股票
603103,横店影视,A股,上证A股,股票
688408,中信博,A股,上证A股,股票
605337,李子园,A股,上证A股,股票
603051,鹿山新材,A股,上证A股,股票
603332,苏州龙杰,A股,上证A股,股票
601595,上海电影,A股,上证A股,股票
603317,天味食品,A股,上证A股,股票
600763,通策医疗,A股,上证A股,股票
605300,佳禾食品,A股,上证A股,股票
603688,石英股份,A股,上证A股,股票
603606,东方电缆,A股,上证A股,股票
603650,彤程新材,A股,上证A股,股票
600054,黄山旅游,A股,上证A股,股票
600206,有研新材,A股,上证A股,股票
600559,老白干酒,A股,上证A股,股票
600353,旭光电子,A股,上证A股,股票
688281,华秦科技,A股,上证A股,股票
688063,派能科技,A股,上证A股,股票
688660,电气风电,A股,上证A股,股票
605198,德利股份,A股,上证A股,股票
601888,中国中免,A股,上证A股,股票
688022,瀚川智能,A股,上证A股,股票
603866,桃李面包,A股,上证A股,股票
600213,亚星客车,A股,上证A股,股票
605080,浙江自然,A股,上证A股,股票
603776,永安行,A股,上证A股,股票
688120,华海清科,A股,上证A股,股票
603486,科沃斯,A股,上证A股,股票
688261,东微半导,A股,上证A股,股票
600467,好当家,A股,上证A股,股票
688508,芯朋微,A股,上证A股,股票
601636,旗滨集团,A股,上证A股,股票
688349,三一重能,A股,上证A股,股票
605339,南侨食品,A股,上证A股,股票
600405,动力源,A股,上证A股,股票
688021,奥福环保,A股,上证A股,股票
603917,合力科技,A股,上证A股,股票
603955,大千生态,A股,上证A股,股票
688303,大全能源,A股,上证A股,股票
688032,禾迈股份,A股,上证A股,股票
603855,华荣股份,A股,上证A股,股票
600132,重庆啤酒,A股,上证A股,股票
688580,伟思医疗,A股,上证A股,股票
603719,良品铺子,A股,上证A股,股票
600062,华润双鹤,A股,上证A股,股票
688690,纳微科技,A股,上证A股,股票
688153,唯捷创芯-U,A股,上证A股,股票
603279,景津装备,A股,上证A股,股票
688045,必易微,A股,上证A股,股票
605117,德业股份,A股,上证A股,股票
600004,白云机场,A股,上证A股,股票
688019,安集科技,A股,上证A股,股票
600609,金杯汽车,A股,上证A股,股票
600456,宝钛股份,A股,上证A股,股票
600885,DR宏发股,A股,上证A股,股票
603043,广州酒家,A股,上证A股,股票
603015,弘讯科技,A股,上证A股,股票
600794,保税科技,A股,上证A股,股票
601689,拓普集团,A股,上证A股,股票
600749,西藏旅游,A股,上证A股,股票
603885,吉祥航空,A股,上证A股,股票
688127,蓝特光学,A股,上证A股,股票
600982,宁波能源,A股,上证A股,股票
603456,九洲药业,A股,上证A股,股票
601799,星宇股份,A股,上证A股,股票
600419,天润乳业,A股,上证A股,股票
600438,通威股份,A股,上证A股,股票
603713,密尔克卫,A股,上证A股,股票
603517,绝味食品,A股,上证A股,股票
605336,帅丰电器,A股,上证A股,股票
688696,极米科技,A股,上证A股,股票
603353,和顺石油,A股,上证A股,股票
600732,爱旭股份,A股,上证A股,股票
688103,国力股份,A股,上证A股,股票
600380,XD健康元,A股,上证A股,股票
600260,*ST凯乐,A股,上证A股,股票
603214,爱婴室,A股,上证A股,股票
601886,江河集团,A股,上证A股,股票
601456,国联证券,A股,上证A股,股票
603018,华设集团,A股,上证A股,股票
603683,晶华新材,A股,上证A股,股票
600298,安琪酵母,A股,上证A股,股票
603603,*ST博天,A股,上证A股,股票
603696,安记食品,A股,上证A股,股票
688173,希荻微,A股,上证A股,股票
600136,ST明诚,A股,上证A股,股票
600477,杭萧钢构,A股,上证A股,股票
601599,浙文影业,A股,上证A股,股票
605303,园林股份,A股,上证A股,股票
600071,凤凰光学,A股,上证A股,股票
600197,伊力特,A股,上证A股,股票
688663,新风光,A股,上证A股,股票
688066,航天宏图,A股,上证A股,股票
600616,金枫酒业,A股,上证A股,股票
603697,有友食品,A股,上证A股,股票
605168,三人行,A股,上证A股,股票
603416,信捷电气,A股,上证A股,股票
603589,口子窖,A股,上证A股,股票
605222,起帆电缆,A股,上证A股,股票
600400,红豆股份,A股,上证A股,股票
603899,晨光股份,A股,上证A股,股票
603916,苏博特,A股,上证A股,股票
603843,正平股份,A股,上证A股,股票
600750,江中药业,A股,上证A股,股票
688290,景业智能,A股,上证A股,股票
688639,华恒生物,A股,上证A股,股票
603288,海天味业,A股,上证A股,股票
600138,中青旅,A股,上证A股,股票
688072,拓荆科技-U,A股,上证A股,股票
603833,欧派家居,A股,上证A股,股票
603069,海汽集团,A股,上证A股,股票
600276,恒瑞医药,A股,上证A股,股票
688052,纳芯微,A股,上证A股,股票
600112,*ST天成,A股,上证A股,股票
688065,凯赛生物,A股,上证A股,股票
603389,亚振家居,A股,上证A股,股票
688685,迈信林,A股,上证A股,股票
600481,双良节能,A股,上证A股,股票
688131,皓元医药,A股,上证A股,股票
603876,鼎胜新材,A股,上证A股,股票
603777,来伊份,A股,上证A股,股票
688133,泰坦科技,A股,上证A股,股票
605567,春雪食品,A股,上证A股,股票
601126,四方股份,A股,上证A股,股票
600196,复星医药,A股,上证A股,股票
600487,亨通光电,A股,上证A股,股票
603505,金石资源,A股,上证A股,股票
603536,惠发食品,A股,上证A股,股票
600984,建设机械,A股,上证A股,股票
600765,中航重机,A股,上证A股,股票
605338,XD巴比食,A股,上证A股,股票
688308,欧科亿,A股,上证A股,股票
688800,瑞可达,A股,上证A股,股票
600754,锦江酒店,A股,上证A股,股票
688017,DR绿的谐,A股,上证A股,股票
600305,恒顺醋业,A股,上证A股,股票
603063,禾望电气,A股,上证A股,股票
603668,天马科技,A股,上证A股,股票
600415,小商品城,A股,上证A股,股票
603027,千禾味业,A股,上证A股,股票
600657,信达地产,A股,上证A股,股票
603986,兆易创新,A股,上证A股,股票
601869,长飞光纤,A股,上证A股,股票
688265,南模生物,A股,上证A股,股票
600859,王府井,A股,上证A股,股票
603968,醋化股份,A股,上证A股,股票
688050,爱博医疗,A股,上证A股,股票
603099,长白山,A股,上证A股,股票
600358,国旅联合,A股,上证A股,股票
603693,江苏新能,A股,上证A股,股票
688595,芯海科技,A股,上证A股,股票
603133,碳元科技,A股,上证A股,股票
603299,苏盐井神,A股,上证A股,股票
600250,南纺股份,A股,上证A股,股票
688363,华熙生物,A股,上证A股,股票
688386,泛亚微透,A股,上证A股,股票
600596,新安股份,A股,上证A股,股票
600110,诺德股份,A股,上证A股,股票
688556,高测股份,A股,上证A股,股票
600328,中盐化工,A股,上证A股,股票
601118,海南橡胶,A股,上证A股,股票
688051,佳华科技,A股,上证A股,股票
603755,日辰股份,A股,上证A股,股票
688516,奥特维,A股,上证A股,股票
600897,厦门空港,A股,上证A股,股票
600522,中天科技,A股,上证A股,股票
600383,金地集团,A股,上证A股,股票
601012,隆基绿能,A股,上证A股,股票
600753,东方银星,A股,上证A股,股票
605366,宏柏新材,A股,上证A股,股票
603369,今世缘,A股,上证A股,股票
601021,春秋航空,A股,上证A股,股票
688099,晶晨股份,A股,上证A股,股票
603985,恒润股份,A股,上证A股,股票
688107,安路科技-U,A股,上证A股,股票
603060,国检集团,A股,上证A股,股票
603322,超讯通信,A股,上证A股,股票
600211,西藏药业,A股,上证A股,股票
603003,龙宇燃油,A股,上证A股,股票
603139,康惠制药,A股,上证A股,股票
605388,均瑶健康,A股,上证A股,股票
600549,厦门钨业,A股,上证A股,股票
603215,比依股份,A股,上证A股,股票
688279,峰岹科技,A股,上证A股,股票
688366,昊海生科,A股,上证A股,股票
688301,奕瑞科技,A股,上证A股,股票
688167,炬光科技,A股,上证A股,股票
688313,仕佳光子,A股,上证A股,股票
688233,神工股份,A股,上证A股,股票
600661,昂立教育,A股,上证A股,股票
605277,新亚电子,A股,上证A股,股票
603218,日月股份,A股,上证A股,股票
600031,三一重工,A股,上证A股,股票
603886,元祖股份,A股,上证A股,股票
600115,中国东航,A股,上证A股,股票
600189,泉阳泉,A股,上证A股,股票
600223,鲁商发展,A股,上证A股,股票
600573,惠泉啤酒,A股,上证A股,股票
600826,兰生股份,A股,上证A股,股票
605186,健麾信息,A股,上证A股,股票
600238,海南椰岛,A股,上证A股,股票
688689,银河微电,A股,上证A股,股票
600300,维维股份,A股,上证A股,股票
600650,锦江在线,A股,上证A股,股票
600712,南宁百货,A股,上证A股,股票
600682,南京新百,A股,上证A股,股票
688786,悦安新材,A股,上证A股,股票
603315,福鞍股份,A股,上证A股,股票
688077,大地熊,A股,上证A股,股票
688278,特宝生物,A股,上证A股,股票
600838,上海九百,A股,上证A股,股票
600537,亿晶光电,A股,上证A股,股票
600962,国投中鲁,A股,上证A股,股票
603186,华正新材,A股,上证A股,股票
603908,牧高笛,A股,上证A股,股票
688157,松井股份,A股,上证A股,股票
603706,东方环宇,A股,上证A股,股票
603067,振华股份,A股,上证A股,股票
600873,梅花生物,A股,上证A股,股票
688621,阳光诺和,A股,上证A股,股票
603936,博敏电子,A股,上证A股,股票
600980,北矿科技,A股,上证A股,股票
605077,华康股份,A股,上证A股,股票
603306,华懋科技,A股,上证A股,股票
600801,华新水泥,A股,上证A股,股票
603181,皇马科技,A股,上证A股,股票
603507,振江股份,A股,上证A股,股票
600257,大湖股份,A股,上证A股,股票
600706,曲江文旅,A股,上证A股,股票
603535,嘉诚国际,A股,上证A股,股票
603380,易德龙,A股,上证A股,股票
603919,金徽酒,A股,上证A股,股票
600827,百联股份,A股,上证A股,股票
688018,乐鑫科技,A股,上证A股,股票
688711,宏微科技,A股,上证A股,股票
603324,盛剑环境,A股,上证A股,股票
600814,杭州解百,A股,上证A股,股票
603378,亚士创能,A股,上证A股,股票
600580,卧龙电驱,A股,上证A股,股票
688596,正帆科技,A股,上证A股,股票
601579,会稽山,A股,上证A股,股票
603355,莱克电气,A股,上证A股,股票
688589,力合微,A股,上证A股,股票
688276,百克生物,A股,上证A股,股票
600332,白云山,A股,上证A股,股票
688331,荣昌生物,A股,上证A股,股票
603501,韦尔股份,A股,上证A股,股票
600233,圆通速递,A股,上证A股,股票
603005,晶方科技,A股,上证A股,股票
688295,中复神鹰,A股,上证A股,股票
603272,联翔股份,A股,上证A股,股票
600321,正源股份,A股,上证A股,股票
600370,三房巷,A股,上证A股,股票
600510,黑牡丹,A股,上证A股,股票
688202,美迪西,A股,上证A股,股票
600882,妙可蓝多,A股,上证A股,股票
600036,招商银行,A股,上证A股,股票
603077,和邦生物,A股,上证A股,股票
601933,永辉超市,A股,上证A股,股票
600141,兴发集团,A股,上证A股,股票
600460,士兰微,A股,上证A股,股票
601231,环旭电子,A股,上证A股,股票
603995,甬金股份,A股,上证A股,股票
603896,寿仙谷,A股,上证A股,股票
600111,北方稀土,A股,上证A股,股票
603020,爱普股份,A股,上证A股,股票
600521,华海药业,A股,上证A股,股票
600809,山西汾酒,A股,上证A股,股票
688345,博力威,A股,上证A股,股票
600171,上海贝岭,A股,上证A股,股票
601100,恒立液压,A股,上证A股,股票
688005,容百科技,A股,上证A股,股票
603883,DR老百姓,A股,上证A股,股票
600186,莲花健康,A股,上证A股,股票
603999,读者传媒,A股,上证A股,股票
688008,澜起科技,A股,上证A股,股票
603711,XD香飘飘,A股,上证A股,股票
600469,风神股份,A股,上证A股,股票
600725,云维股份,A股,上证A股,股票
605116,奥锐特,A股,上证A股,股票
688707,振华新材,A股,上证A股,股票
601127,小康股份,A股,上证A股,股票
600309,万华化学,A股,上证A股,股票
603444,吉比特,A股,上证A股,股票
603290,斯达半导,A股,上证A股,股票
600083,*ST博信,A股,上证A股,股票
600618,氯碱化工,A股,上证A股,股票
688698,伟创电气,A股,上证A股,股票
603160,汇顶科技,A股,上证A股,股票
601137,博威合金,A股,上证A股,股票
603357,设计总院,A股,上证A股,股票
600360,华微电子,A股,上证A股,股票
600073,上海梅林,A股,上证A股,股票
603345,安井食品,A股,上证A股,股票
603230,内蒙新华,A股,上证A股,股票
688665,四方光电,A股,上证A股,股票
603259,药明康德,A股,上证A股,股票
603167,渤海轮渡,A股,上证A股,股票
603690,至纯科技,A股,上证A股,股票
603180,金牌厨柜,A股,上证A股,股票
688510,航亚科技,A股,上证A股,股票
603901,永创智能,A股,上证A股,股票
688239,航宇科技,A股,上证A股,股票
600977,中国电影,A股,上证A股,股票
600280,中央商场,A股,上证A股,股票
600973,宝胜股份,A股,上证A股,股票
688269,凯立新材,A股,上证A股,股票
600612,老凤祥,A股,上证A股,股票
688213,思特威-W,A股,上证A股,股票
603983,丸美股份,A股,上证A股,股票
603599,广信股份,A股,上证A股,股票
603156,养元饮品,A股,上证A股,股票
600690,海尔智家,A股,上证A股,股票
600869,远东股份,A股,上证A股,股票
688778,厦钨新能,A股,上证A股,股票
600887,伊利股份,A股,上证A股,股票
688617,惠泰医疗,A股,上证A股,股票
605266,健之佳,A股,上证A股,股票
600429,三元股份,A股,上证A股,股票
600689,上海三毛,A股,上证A股,股票
600160,巨化股份,A股,上证A股,股票
603260,合盛硅业,A股,上证A股,股票
605369,拱东医疗,A股,上证A股,股票
688123,聚辰股份,A股,上证A股,股票
600165,新日恒力,A股,上证A股,股票
688159,有方科技,A股,上证A股,股票
600199,金种子酒,A股,上证A股,股票
603155,新亚强,A股,上证A股,股票
688156,路德环境,A股,上证A股,股票
603379,三美股份,A股,上证A股,股票
603286,日盈电子,A股,上证A股,股票
688600,皖仪科技,A股,上证A股,股票
688488,艾迪药业,A股,上证A股,股票
603078,江化微,A股,上证A股,股票
600877,声光电科,A股,上证A股,股票
688521,芯原股份-U,A股,上证A股,股票
600361,华联综超,A股,上证A股,股票
688110,东芯股份,A股,上证A股,股票
601066,中信建投,A股,上证A股,股票
605136,丽人丽妆,A股,上证A股,股票
600561,XD江西长,A股,上证A股,股票
688356,键凯科技,A股,上证A股,股票
600785,新华百货,A股,上证A股,股票
601677,明泰铝业,A股,上证A股,股票
603305,旭升股份,A股,上证A股,股票
600059,古越龙山,A股,上证A股,股票
603708,家家悦,A股,上证A股,股票
601188,龙江交通,A股,上证A股,股票
600436,片仔癀,A股,上证A股,股票
600272,开开实业,A股,上证A股,股票
600338,西藏珠峰,A股,上证A股,股票
688383,新益昌,A股,上证A股,股票
600696,岩石股份,A股,上证A股,股票
688613,奥精医疗,A股,上证A股,股票
600128,弘业股份,A股,上证A股,股票
603399,吉翔股份,A股,上证A股,股票
600824,益民集团,A股,上证A股,股票
688318,财富趋势,A股,上证A股,股票
603098,森特股份,A股,上证A股,股票
600278,东方创业,A股,上证A股,股票
600557,康缘药业,A股,上证A股,股票
603338,浙江鼎力,A股,上证A股,股票
688125,安达智能,A股,上证A股,股票
603203,快克股份,A股,上证A股,股票
603019,中科曙光,A股,上证A股,股票
600515,ST基础,A股,上证A股,股票
603086,先达股份,A股,上证A股,股票
600993,马应龙,A股,上证A股,股票
601968,宝钢包装,A股,上证A股,股票
600857,宁波中百,A股,上证A股,股票
603779,威龙股份,A股,上证A股,股票
688106,金宏气体,A股,上证A股,股票
600536,中国软件,A股,上证A股,股票
600847,万里股份,A股,上证A股,股票
605020,永和股份,A股,上证A股,股票
688007,光峰科技,A股,上证A股,股票
688533,上声电子,A股,上证A股,股票
688558,国盛智科,A股,上证A股,股票
688097,博众精工,A股,上证A股,股票
688025,杰普特,A股,上证A股,股票
601218,吉鑫科技,A股,上证A股,股票
688116,天奈科技,A股,上证A股,股票
688529,豪森股份,A股,上证A股,股票
600325,华发股份,A股,上证A股,股票
600055,万东医疗,A股,上证A股,股票
600919,江苏银行,A股,上证A股,股票
688798,艾为电子,A股,上证A股,股票
600774,汉商集团,A股,上证A股,股票
600172,黄河旋风,A股,上证A股,股票
600496,精工钢构,A股,上证A股,股票
688330,宏力达,A股,上证A股,股票
600757,长江传媒,A股,上证A股,股票
688526,科前生物,A股,上证A股,股票
688733,壹石通,A股,上证A股,股票
601222,林洋能源,A股,上证A股,股票
688186,广大特材,A股,上证A股,股票
603596,伯特利,A股,上证A股,股票
688319,欧林生物,A股,上证A股,股票
600597,光明乳业,A股,上证A股,股票
600893,航发动力,A股,上证A股,股票
688389,普门科技,A股,上证A股,股票
688188,柏楚电子,A股,上证A股,股票
688135,利扬芯片,A股,上证A股,股票
601518,吉林高速,A股,上证A股,股票
603365,水星家纺,A股,上证A股,股票
688575,亚辉龙,A股,上证A股,股票
603368,柳药集团,A股,上证A股,股票
600323,瀚蓝环境,A股,上证A股,股票
600009,上海机场,A股,上证A股,股票
600611,大众交通,A股,上证A股,股票
603859,能科科技,A股,上证A股,股票
688150,莱特光电,A股,上证A股,股票
600458,时代新材,A股,上证A股,股票
688626,翔宇医疗,A股,上证A股,股票
601628,中国人寿,A股,上证A股,股票
600628,新世界,A股,上证A股,股票
688198,佰仁医疗,A股,上证A股,股票
603877,太平鸟,A股,上证A股,股票
688259,创耀科技,A股,上证A股,股票
603778,乾景园林,A股,上证A股,股票
603529,爱玛科技,A股,上证A股,股票
600527,江南高纤,A股,上证A股,股票
600655,豫园股份,A股,上证A股,股票
600371,万向德农,A股,上证A股,股票
600100,同方股份,A股,上证A股,股票
600519,XD贵州茅,A股,上证A股,股票
688049,炬芯科技,A股,上证A股,股票
600986,浙文互联,A股,上证A股,股票
600589,ST榕泰,A股,上证A股,股票
688079,美迪凯,A股,上证A股,股票
600846,同济科技,A股,上证A股,股票
600760,中航沈飞,A股,上证A股,股票
600242,*ST中昌,A股,上证A股,股票
688093,世华科技,A股,上证A股,股票
600585,海螺水泥,A股,上证A股,股票
688699,明微电子,A股,上证A股,股票
605009,豪悦护理,A股,上证A股,股票
603579,荣泰健康,A股,上证A股,股票
603101,汇嘉时代,A股,上证A股,股票
603601,再升科技,A股,上证A股,股票
688115,思林杰,A股,上证A股,股票
603630,拉芳家化,A股,上证A股,股票
688395,正弦电气,A股,上证A股,股票
600230,沧州大化,A股,上证A股,股票
688069,德林海,A股,上证A股,股票
603587,地素时尚,A股,上证A股,股票
600566,济川药业,A股,上证A股,股票
603790,雅运股份,A股,上证A股,股票
688701,卓锦股份,A股,上证A股,股票
600876,洛阳玻璃,A股,上证A股,股票
603949,雪龙集团,A股,上证A股,股票
603261,立航科技,A股,上证A股,股票
603578,三星新材,A股,上证A股,股票
688076,诺泰生物,A股,上证A股,股票
600550,保变电气,A股,上证A股,股票
603127,昭衍新药,A股,上证A股,股票
600389,江山股份,A股,上证A股,股票
603900,莱绅通灵,A股,上证A股,股票
603187,海容冷链,A股,上证A股,股票
601216,君正集团,A股,上证A股,股票
601111,中国国航,A股,上证A股,股票
603233,大参林,A股,上证A股,股票
603970,中农立华,A股,上证A股,股票
688677,海泰新光,A股,上证A股,股票
600708,光明地产,A股,上证A股,股票
688089,嘉必优,A股,上证A股,股票
600292,远达环保,A股,上证A股,股票
688181,八亿时空,A股,上证A股,股票
603977,国泰集团,A股,上证A股,股票
603329,上海雅仕,A股,上证A股,股票
600771,广誉远,A股,上证A股,股票
688567,孚能科技,A股,上证A股,股票
603136,天目湖,A股,上证A股,股票
603323,苏农银行,A股,上证A股,股票
600600,青岛啤酒,A股,上证A股,股票
600807,济南高新,A股,上证A股,股票
603336,宏辉果蔬,A股,上证A股,股票
603010,万盛股份,A股,上证A股,股票
605183,确成股份,A股,上证A股,股票
601086,国芳集团,A股,上证A股,股票
688230,DR芯导科,A股,上证A股,股票
601995,中金公司,A股,上证A股,股票
600097,开创国际,A股,上证A股,股票
601156,东航物流,A股,上证A股,股票
603025,大豪科技,A股,上证A股,股票
600029,南方航空,A股,上证A股,股票
603659,璞泰来,A股,上证A股,股票
600129,太极集团,A股,上证A股,股票
603978,深圳新星,A股,上证A股,股票
688335,复洁环保,A股,上证A股,股票
603199,九华旅游,A股,上证A股,股票
603738,泰晶科技,A股,上证A股,股票
603948,建业股份,A股,上证A股,股票
600007,中国国贸,A股,上证A股,股票
603963,大理药业,A股,上证A股,股票
605060,联德股份,A股,上证A股,股票
600884,杉杉股份,A股,上证A股,股票
688128,中国电研,A股,上证A股,股票
603008,喜临门,A股,上证A股,股票
601208,东材科技,A股,上证A股,股票
600167,联美控股,A股,上证A股,股票
601336,新华保险,A股,上证A股,股票
603087,甘李药业,A股,上证A股,股票
600671,ST目药,A股,上证A股,股票
603938,三孚股份,A股,上证A股,股票
603385,惠达卫浴,A股,上证A股,股票
600665,天地源,A股,上证A股,股票
688189,南新制药,A股,上证A股,股票
605138,盛泰集团,A股,上证A股,股票
688722,同益中,A股,上证A股,股票
600366,宁波韵升,A股,上证A股,股票
688182,灿勤科技,A股,上证A股,股票
600180,XD瑞茂通,A股,上证A股,股票
603022,新通联,A股,上证A股,股票
603351,威尔药业,A股,上证A股,股票
688175,高凌信息,A股,上证A股,股票
688169,石头科技,A股,上证A股,股票
600539,狮头股份,A股,上证A股,股票
600228,返利科技,A股,上证A股,股票
688003,天准科技,A股,上证A股,股票
601899,紫金矿业,A股,上证A股,股票
603806,福斯特,A股,上证A股,股票
603717,天域生态,A股,上证A股,股票
