股票代码,股票名称,市场,分类,类型
300235,方直科技,A股,深证A股,股票
300578,会畅通讯,A股,深证A股,股票
002371,北方华创,A股,深证A股,股票
000711,京蓝科技,A股,深证A股,股票
002575,群兴玩具,A股,深证A股,股票
301228,实朴检测,A股,深证A股,股票
002431,棕榈股份,A股,深证A股,股票
000415,渤海租赁,A股,深证A股,股票
002252,上海莱士,A股,深证A股,股票
002808,恒久科技,A股,深证A股,股票
300539,横河精密,A股,深证A股,股票
300270,中威电子,A股,深证A股,股票
002354,天娱数科,A股,深证A股,股票
002600,领益智造,A股,深证A股,股票
002101,广东鸿图,A股,深证A股,股票
300682,朗新科技,A股,深证A股,股票
300229,拓尔思,A股,深证A股,股票
000892,欢瑞世纪,A股,深证A股,股票
002349,精华制药,A股,深证A股,股票
300515,三德科技,A股,深证A股,股票
300167,迪威迅,A股,深证A股,股票
000669,ST金鸿,A股,深证A股,股票
002546,新联电子,A股,深证A股,股票
300163,先锋新材,A股,深证A股,股票
300738,奥飞数据,A股,深证A股,股票
301097,天益医疗,A股,深证A股,股票
002608,江苏国信,A股,深证A股,股票
300485,赛升药业,A股,深证A股,股票
002177,*ST御银,A股,深证A股,股票
301093,华兰股份,A股,深证A股,股票
000919,金陵药业,A股,深证A股,股票
002828,贝肯能源,A股,深证A股,股票
300883,龙利得,A股,深证A股,股票
000820,*ST节能,A股,深证A股,股票
300332,天壕环境,A股,深证A股,股票
002718,友邦吊顶,A股,深证A股,股票
003039,顺控发展,A股,深证A股,股票
300266,兴源环境,A股,深证A股,股票
300792,壹网壹创,A股,深证A股,股票
301081,严牌股份,A股,深证A股,股票
002559,亚威股份,A股,深证A股,股票
002671,龙泉股份,A股,深证A股,股票
300222,科大智能,A股,深证A股,股票
300921,南凌科技,A股,深证A股,股票
002717,岭南股份,A股,深证A股,股票
002861,瀛通通讯,A股,深证A股,股票
003023,彩虹集团,A股,深证A股,股票
002224,三力士,A股,深证A股,股票
002061,浙江交科,A股,深证A股,股票
300533,冰川网络,A股,深证A股,股票
300076,GQY视讯,A股,深证A股,股票
300050,世纪鼎利,A股,深证A股,股票
300015,爱尔眼科,A股,深证A股,股票
300459,汤姆猫,A股,深证A股,股票
300455,康拓红外,A股,深证A股,股票
300868,杰美特,A股,深证A股,股票
301053,远信工业,A股,深证A股,股票
300419,浩丰科技,A股,深证A股,股票
300955,嘉亨家化,A股,深证A股,股票
300011,鼎汉技术,A股,深证A股,股票
300730,科创信息,A股,深证A股,股票
300541,先进数通,A股,深证A股,股票
300931,通用电梯,A股,深证A股,股票
300462,华铭智能,A股,深证A股,股票
002033,丽江股份,A股,深证A股,股票
300396,迪瑞医疗,A股,深证A股,股票
002173,创新医疗,A股,深证A股,股票
002577,雷柏科技,A股,深证A股,股票
300310,宜通世纪,A股,深证A股,股票
002488,金固股份,A股,深证A股,股票
300720,海川智能,A股,深证A股,股票
000702,正虹科技,A股,深证A股,股票
300896,爱美客,A股,深证A股,股票
002899,英派斯,A股,深证A股,股票
300157,恒泰艾普,A股,深证A股,股票
300101,振芯科技,A股,深证A股,股票
002772,众兴菌业,A股,深证A股,股票
000050,深天马Ａ,A股,深证A股,股票
002029,七匹狼,A股,深证A股,股票
300493,润欣科技,A股,深证A股,股票
002569,ST步森,A股,深证A股,股票
300668,杰恩设计,A股,深证A股,股票
300865,大宏立,A股,深证A股,股票
300078,思创医惠,A股,深证A股,股票
300959,线上线下,A股,深证A股,股票
300242,佳云科技,A股,深证A股,股票
002238,天威视讯,A股,深证A股,股票
301006,迈拓股份,A股,深证A股,股票
300249,依米康,A股,深证A股,股票
002157,正邦科技,A股,深证A股,股票
002107,沃华医药,A股,深证A股,股票
002811,郑中设计,A股,深证A股,股票
300520,科大国创,A股,深证A股,股票
300877,金春股份,A股,深证A股,股票
300230,永利股份,A股,深证A股,股票
300195,长荣股份,A股,深证A股,股票
002437,誉衡药业,A股,深证A股,股票
002654,万润科技,A股,深证A股,股票
301198,喜悦智行,A股,深证A股,股票
002875,安奈儿,A股,深证A股,股票
000413,东旭光电,A股,深证A股,股票
300832,新产业,A股,深证A股,股票
002622,融钰集团,A股,深证A股,股票
300407,凯发电气,A股,深证A股,股票
000880,潍柴重机,A股,深证A股,股票
300582,英飞特,A股,深证A股,股票
002696,百洋股份,A股,深证A股,股票
300164,通源石油,A股,深证A股,股票
000882,华联股份,A股,深证A股,股票
300783,三只松鼠,A股,深证A股,股票
300494,盛天网络,A股,深证A股,股票
300989,蕾奥规划,A股,深证A股,股票
002761,浙江建投,A股,深证A股,股票
000651,格力电器,A股,深证A股,股票
000553,安道麦A,A股,深证A股,股票
300759,康龙化成,A股,深证A股,股票
300992,泰福泵业,A股,深证A股,股票
300511,雪榕生物,A股,深证A股,股票
300233,金城医药,A股,深证A股,股票
300002,神州泰岳,A股,深证A股,股票
002708,光洋股份,A股,深证A股,股票
002243,力合科创,A股,深证A股,股票
000606,*ST顺利,A股,深证A股,股票
300554,三超新材,A股,深证A股,股票
300845,捷安高科,A股,深证A股,股票
300006,莱美药业,A股,深证A股,股票
002747,埃斯顿,A股,深证A股,股票
300365,恒华科技,A股,深证A股,股票
300227,光韵达,A股,深证A股,股票
300012,华测检测,A股,深证A股,股票
300702,天宇股份,A股,深证A股,股票
300839,博汇股份,A股,深证A股,股票
300204,舒泰神,A股,深证A股,股票
002030,达安基因,A股,深证A股,股票
300140,中环装备,A股,深证A股,股票
000586,汇源通信,A股,深证A股,股票
002845,同兴达,A股,深证A股,股票
000985,大庆华科,A股,深证A股,股票
000627,天茂集团,A股,深证A股,股票
300349,金卡智能,A股,深证A股,股票
002712,思美传媒,A股,深证A股,股票
002903,宇环数控,A股,深证A股,股票
300947,德必集团,A股,深证A股,股票
002676,顺威股份,A股,深证A股,股票
300356,*ST光一,A股,深证A股,股票
300099,精准信息,A股,深证A股,股票
300910,瑞丰新材,A股,深证A股,股票
300889,爱克股份,A股,深证A股,股票
300522,世名科技,A股,深证A股,股票
000610,西安旅游,A股,深证A股,股票
000153,丰原药业,A股,深证A股,股票
300085,银之杰,A股,深证A股,股票
300414,中光防雷,A股,深证A股,股票
300962,中金辐照,A股,深证A股,股票
300276,三丰智能,A股,深证A股,股票
301239,C普瑞,A股,深证A股,股票
300236,上海新阳,A股,深证A股,股票
002632,道明光学,A股,深证A股,股票
000428,华天酒店,A股,深证A股,股票
300545,联得装备,A股,深证A股,股票
300234,开尔新材,A股,深证A股,股票
300559,佳发教育,A股,深证A股,股票
002456,欧菲光,A股,深证A股,股票
300439,美康生物,A股,深证A股,股票
300872,天阳科技,A股,深证A股,股票
300281,金明精机,A股,深证A股,股票
300067,安诺其,A股,深证A股,股票
301167,建研设计,A股,深证A股,股票
300940,南极光,A股,深证A股,股票
002391,长青股份,A股,深证A股,股票
002548,金新农,A股,深证A股,股票
300149,睿智医药,A股,深证A股,股票
002660,茂硕电源,A股,深证A股,股票
002822,中装建设,A股,深证A股,股票
002769,普路通,A股,深证A股,股票
300749,顶固集创,A股,深证A股,股票
300705,九典制药,A股,深证A股,股票
301038,深水规院,A股,深证A股,股票
300302,同有科技,A股,深证A股,股票
000978,桂林旅游,A股,深证A股,股票
002195,二三四五,A股,深证A股,股票
300945,曼卡龙,A股,深证A股,股票
300528,幸福蓝海,A股,深证A股,股票
300498,温氏股份,A股,深证A股,股票
300245,天玑科技,A股,深证A股,股票
300483,首华燃气,A股,深证A股,股票
002234,民和股份,A股,深证A股,股票
300194,福安药业,A股,深证A股,股票
002280,联络互动,A股,深证A股,股票
002803,吉宏股份,A股,深证A股,股票
300203,聚光科技,A股,深证A股,股票
002912,中新赛克,A股,深证A股,股票
300004,南风股份,A股,深证A股,股票
301073,君亭酒店,A股,深证A股,股票
300111,向日葵,A股,深证A股,股票
002078,太阳纸业,A股,深证A股,股票
301065,本立科技,A股,深证A股,股票
002255,海陆重工,A股,深证A股,股票
300017,网宿科技,A股,深证A股,股票
000023,深天地Ａ,A股,深证A股,股票
300915,海融科技,A股,深证A股,股票
300307,慈星股份,A股,深证A股,股票
300563,神宇股份,A股,深证A股,股票
000681,视觉中国,A股,深证A股,股票
300673,佩蒂股份,A股,深证A股,股票
002198,嘉应制药,A股,深证A股,股票
300958,建工修复,A股,深证A股,股票
002353,杰瑞股份,A股,深证A股,股票
300649,杭州园林,A股,深证A股,股票
002016,世荣兆业,A股,深证A股,股票
300577,开润股份,A股,深证A股,股票
300542,新晨科技,A股,深证A股,股票
300789,唐源电气,A股,深证A股,股票
301162,国能日新,A股,深证A股,股票
300929,华骐环保,A股,深证A股,股票
000409,云鼎科技,A股,深证A股,股票
300295,三六五网,A股,深证A股,股票
300928,华安鑫创,A股,深证A股,股票
300550,和仁科技,A股,深证A股,股票
002644,佛慈制药,A股,深证A股,股票
002042,华孚时尚,A股,深证A股,股票
002723,金莱特,A股,深证A股,股票
000830,鲁西化工,A股,深证A股,股票
002561,徐家汇,A股,深证A股,股票
300056,中创环保,A股,深证A股,股票
000883,湖北能源,A股,深证A股,股票
002051,中工国际,A股,深证A股,股票
300022,吉峰科技,A股,深证A股,股票
300406,九强生物,A股,深证A股,股票
002887,绿茵生态,A股,深证A股,股票
002519,银河电子,A股,深证A股,股票
002261,拓维信息,A股,深证A股,股票
002855,捷荣技术,A股,深证A股,股票
300530,达志科技,A股,深证A股,股票
300519,新光药业,A股,深证A股,股票
300961,深水海纳,A股,深证A股,股票
002665,首航高科,A股,深证A股,股票
300884,狄耐克,A股,深证A股,股票
301177,迪阿股份,A股,深证A股,股票
300466,赛摩智能,A股,深证A股,股票
300110,华仁药业,A股,深证A股,股票
300404,博济医药,A股,深证A股,股票
000826,启迪环境,A股,深证A股,股票
300902,国安达,A股,深证A股,股票
002846,英联股份,A股,深证A股,股票
002093,国脉科技,A股,深证A股,股票
301163,宏德股份,A股,深证A股,股票
002532,天山铝业,A股,深证A股,股票
002248,华东数控,A股,深证A股,股票
300897,山科智能,A股,深证A股,股票
300171,东富龙,A股,深证A股,股票
300134,大富科技,A股,深证A股,股票
301002,崧盛股份,A股,深证A股,股票
300315,掌趣科技,A股,深证A股,股票
002922,伊戈尔,A股,深证A股,股票
300608,思特奇,A股,深证A股,股票
301117,佳缘科技,A股,深证A股,股票
300381,溢多利,A股,深证A股,股票
000034,神州数码,A股,深证A股,股票
002843,泰嘉股份,A股,深证A股,股票
300465,高伟达,A股,深证A股,股票
000008,神州高铁,A股,深证A股,股票
300434,金石亚药,A股,深证A股,股票
002467,二六三,A股,深证A股,股票
000045,深纺织Ａ,A股,深证A股,股票
300042,朗科科技,A股,深证A股,股票
002360,同德化工,A股,深证A股,股票
002380,科远智慧,A股,深证A股,股票
300442,普丽盛,A股,深证A股,股票
300388,节能国祯,A股,深证A股,股票
300879,大叶股份,A股,深证A股,股票
003015,日久光电,A股,深证A股,股票
301048,金鹰重工,A股,深证A股,股票
000726,鲁泰Ａ,A股,深证A股,股票
000710,贝瑞基因,A股,深证A股,股票
000823,超声电子,A股,深证A股,股票
301056,森赫股份,A股,深证A股,股票
002278,神开股份,A股,深证A股,股票
300324,旋极信息,A股,深证A股,股票
002755,奥赛康,A股,深证A股,股票
000619,海螺新材,A股,深证A股,股票
300778,新城市,A股,深证A股,股票
300385,雪浪环境,A股,深证A股,股票
002809,红墙股份,A股,深证A股,股票
000905,厦门港务,A股,深证A股,股票
000948,南天信息,A股,深证A股,股票
300876,蒙泰高新,A股,深证A股,股票
300299,富春股份,A股,深证A股,股票
301082,久盛电气,A股,深证A股,股票
002494,华斯股份,A股,深证A股,股票
301041,金百泽,A股,深证A股,股票
300248,新开普,A股,深证A股,股票
002554,惠博普,A股,深证A股,股票
002097,山河智能,A股,深证A股,股票
300173,福能东方,A股,深证A股,股票
002543,万和电气,A股,深证A股,股票
002864,盘龙药业,A股,深证A股,股票
300642,透景生命,A股,深证A股,股票
300531,优博讯,A股,深证A股,股票
002521,齐峰新材,A股,深证A股,股票
002200,ST云投,A股,深证A股,股票
300838,浙江力诺,A股,深证A股,股票
003019,宸展光电,A股,深证A股,股票
000955,欣龙控股,A股,深证A股,股票
002691,冀凯股份,A股,深证A股,股票
301085,亚康股份,A股,深证A股,股票
300899,上海凯鑫,A股,深证A股,股票
300106,西部牧业,A股,深证A股,股票
000803,北清环能,A股,深证A股,股票
002396,星网锐捷,A股,深证A股,股票
000620,新华联,A股,深证A股,股票
300326,凯利泰,A股,深证A股,股票
000889,ST中嘉,A股,深证A股,股票
000576,甘化科工,A股,深证A股,股票
002059,云南旅游,A股,深证A股,股票
003003,天元股份,A股,深证A股,股票
000929,兰州黄河,A股,深证A股,股票
300114,中航电测,A股,深证A股,股票
300453,三鑫医疗,A股,深证A股,股票
000705,浙江震元,A股,深证A股,股票
300644,南京聚隆,A股,深证A股,股票
300177,中海达,A股,深证A股,股票
002205,国统股份,A股,深证A股,股票
002849,威星智能,A股,深证A股,股票
300870,欧陆通,A股,深证A股,股票
300599,雄塑科技,A股,深证A股,股票
300597,吉大通信,A股,深证A股,股票
300168,万达信息,A股,深证A股,股票
301159,三维天地,A股,深证A股,股票
300561,汇金科技,A股,深证A股,股票
300444,双杰电气,A股,深证A股,股票
000597,东北制药,A股,深证A股,股票
300231,银信科技,A股,深证A股,股票
002941,新疆交建,A股,深证A股,股票
301160,翔楼新材,A股,深证A股,股票
000752,*ST西发,A股,深证A股,股票
300844,山水比德,A股,深证A股,股票
000800,一汽解放,A股,深证A股,股票
002293,罗莱生活,A股,深证A股,股票
300027,华谊兄弟,A股,深证A股,股票
000407,胜利股份,A股,深证A股,股票
300860,锋尚文化,A股,深证A股,股票
300379,东方通,A股,深证A股,股票
002416,爱施德,A股,深证A股,股票
002730,电光科技,A股,深证A股,股票
300272,开能健康,A股,深证A股,股票
000430,张家界,A股,深证A股,股票
001202,炬申股份,A股,深证A股,股票
000416,民生控股,A股,深证A股,股票
002907,华森制药,A股,深证A股,股票
300334,津膜科技,A股,深证A股,股票
300122,智飞生物,A股,深证A股,股票
002653,海思科,A股,深证A股,股票
000007,全新好,A股,深证A股,股票
300331,苏大维格,A股,深证A股,股票
002663,普邦股份,A股,深证A股,股票
002574,明牌珠宝,A股,深证A股,股票
002254,泰和新材,A股,深证A股,股票
301032,新柴股份,A股,深证A股,股票
002542,中化岩土,A股,深证A股,股票
300335,迪森股份,A股,深证A股,股票
002787,华源控股,A股,深证A股,股票
300623,捷捷微电,A股,深证A股,股票
002743,富煌钢构,A股,深证A股,股票
300154,瑞凌股份,A股,深证A股,股票
001979,招商蛇口,A股,深证A股,股票
301027,华蓝集团,A股,深证A股,股票
300605,恒锋信息,A股,深证A股,股票
300330,华虹计通,A股,深证A股,股票
002630,华西能源,A股,深证A股,股票
300018,中元股份,A股,深证A股,股票
300499,高澜股份,A股,深证A股,股票
002917,金奥博,A股,深证A股,股票
300282,ST三盛,A股,深证A股,股票
003001,中岩大地,A股,深证A股,股票
002006,精功科技,A股,深证A股,股票
002065,东华软件,A股,深证A股,股票
002490,山东墨龙,A股,深证A股,股票
301025,读客文化,A股,深证A股,股票
002820,桂发祥,A股,深证A股,股票
000419,通程控股,A股,深证A股,股票
300503,昊志机电,A股,深证A股,股票
000504,南华生物,A股,深证A股,股票
301001,凯淳股份,A股,深证A股,股票
300476,胜宏科技,A股,深证A股,股票
300008,天海防务,A股,深证A股,股票
000903,云内动力,A股,深证A股,股票
300538,同益股份,A股,深证A股,股票
002949,华阳国际,A股,深证A股,股票
002829,星网宇达,A股,深证A股,股票
300746,汉嘉设计,A股,深证A股,股票
301086,鸿富瀚,A股,深证A股,股票
301189,奥尼电子,A股,深证A股,股票
300676,华大基因,A股,深证A股,股票
301004,嘉益股份,A股,深证A股,股票
002595,豪迈科技,A股,深证A股,股票
002616,长青集团,A股,深证A股,股票
000797,中国武夷,A股,深证A股,股票
301100,风光股份,A股,深证A股,股票
301107,瑜欣电子,A股,深证A股,股票
000739,普洛药业,A股,深证A股,股票
300770,新媒股份,A股,深证A股,股票
003030,祖名股份,A股,深证A股,股票
300933,中辰股份,A股,深证A股,股票
002370,亚太药业,A股,深证A股,股票
003036,泰坦股份,A股,深证A股,股票
002236,大华股份,A股,深证A股,股票
301076,新瀚新材,A股,深证A股,股票
000536,华映科技,A股,深证A股,股票
002140,东华科技,A股,深证A股,股票
000520,长航凤凰,A股,深证A股,股票
300823,建科机械,A股,深证A股,股票
002645,华宏科技,A股,深证A股,股票
300378,鼎捷软件,A股,深证A股,股票
002394,联发股份,A股,深证A股,股票
300061,旗天科技,A股,深证A股,股票
000518,四环生物,A股,深证A股,股票
301009,可靠股份,A股,深证A股,股票
002980,华盛昌,A股,深证A股,股票
301058,中粮工科,A股,深证A股,股票
000425,徐工机械,A股,深证A股,股票
300895,铜牛信息,A股,深证A股,股票
300848,美瑞新材,A股,深证A股,股票
002063,远光软件,A股,深证A股,股票
300219,鸿利智汇,A股,深证A股,股票
002921,联诚精密,A股,深证A股,股票
002970,锐明技术,A股,深证A股,股票
002620,瑞和股份,A股,深证A股,股票
002482,广田集团,A股,深证A股,股票
301185,鸥玛软件,A股,深证A股,股票
002742,三圣股份,A股,深证A股,股票
300291,百纳千成,A股,深证A股,股票
002777,久远银海,A股,深证A股,股票
300047,天源迪科,A股,深证A股,股票
002714,牧原股份,A股,深证A股,股票
301256,华融化学,A股,深证A股,股票
002292,奥飞娱乐,A股,深证A股,股票
000716,黑芝麻,A股,深证A股,股票
002627,三峡旅游,A股,深证A股,股票
002150,通润装备,A股,深证A股,股票
002938,鹏鼎控股,A股,深证A股,股票
300771,智莱科技,A股,深证A股,股票
002087,新野纺织,A股,深证A股,股票
300364,中文在线,A股,深证A股,股票
002344,海宁皮城,A股,深证A股,股票
002327,富安娜,A股,深证A股,股票
002760,凤形股份,A股,深证A股,股票
002840,华统股份,A股,深证A股,股票
300240,飞力达,A股,深证A股,股票
300971,博亚精工,A股,深证A股,股票
002853,皮阿诺,A股,深证A股,股票
002235,安妮股份,A股,深证A股,股票
002962,五方光电,A股,深证A股,股票
002629,仁智股份,A股,深证A股,股票
002795,永和智控,A股,深证A股,股票
300932,三友联众,A股,深证A股,股票
301030,仕净科技,A股,深证A股,股票
002457,青龙管业,A股,深证A股,股票
300292,吴通控股,A股,深证A股,股票
300972,万辰生物,A股,深证A股,股票
300405,科隆股份,A股,深证A股,股票
300368,汇金股份,A股,深证A股,股票
000078,海王生物,A股,深证A股,股票
300614,百川畅银,A股,深证A股,股票
003025,思进智能,A股,深证A股,股票
002614,奥佳华,A股,深证A股,股票
002186,全聚德,A股,深证A股,股票
300190,维尔利,A股,深证A股,股票
000526,学大教育,A股,深证A股,股票
002598,山东章鼓,A股,深证A股,股票
300878,维康药业,A股,深证A股,股票
300537,广信材料,A股,深证A股,股票
300622,博士眼镜,A股,深证A股,股票
000736,中交地产,A股,深证A股,股票
002212,天融信,A股,深证A股,股票
002117,东港股份,A股,深证A股,股票
003010,若羽臣,A股,深证A股,股票
000001,平安银行,A股,深证A股,股票
001213,中铁特货,A股,深证A股,股票
300384,三联虹普,A股,深证A股,股票
002287,奇正藏药,A股,深证A股,股票
002836,新宏泽,A股,深证A股,股票
300436,广生堂,A股,深证A股,股票
002240,盛新锂能,A股,深证A股,股票
002879,长缆科技,A股,深证A股,股票
002779,中坚科技,A股,深证A股,股票
000421,南京公用,A股,深证A股,股票
002188,巴士在线,A股,深证A股,股票
002094,青岛金王,A股,深证A股,股票
300736,百邦科技,A股,深证A股,股票
300170,汉得信息,A股,深证A股,股票
000793,华闻集团,A股,深证A股,股票
000963,华东医药,A股,深证A股,股票
000692,惠天热电,A股,深证A股,股票
300509,新美星,A股,深证A股,股票
300997,欢乐家,A股,深证A股,股票
301096,百诚医药,A股,深证A股,股票
000650,仁和药业,A股,深证A股,股票
002927,泰永长征,A股,深证A股,股票
300319,麦捷科技,A股,深证A股,股票
002381,双箭股份,A股,深证A股,股票
002135,东南网架,A股,深证A股,股票
000028,国药一致,A股,深证A股,股票
301237,和顺科技,A股,深证A股,股票
002722,金轮股份,A股,深证A股,股票
002889,东方嘉盛,A股,深证A股,股票
000554,泰山石油,A股,深证A股,股票
002786,银宝山新,A股,深证A股,股票
000713,丰乐种业,A股,深证A股,股票
002247,聚力文化,A股,深证A股,股票
300478,杭州高新,A股,深证A股,股票
300430,诚益通,A股,深证A股,股票
000796,ST凯撒,A股,深证A股,股票
300558,贝达药业,A股,深证A股,股票
300092,科新机电,A股,深证A股,股票
300063,天龙集团,A股,深证A股,股票
301067,显盈科技,A股,深证A股,股票
300625,三雄极光,A股,深证A股,股票
300005,探路者,A股,深证A股,股票
002495,佳隆股份,A股,深证A股,股票
300488,恒锋工具,A股,深证A股,股票
300689,澄天伟业,A股,深证A股,股票
300594,朗进科技,A股,深证A股,股票
000965,天保基建,A股,深证A股,股票
002462,嘉事堂,A股,深证A股,股票
300981,中红医疗,A股,深证A股,股票
300512,中亚股份,A股,深证A股,股票
000546,金圆股份,A股,深证A股,股票
300802,矩子科技,A股,深证A股,股票
301075,多瑞医药,A股,深证A股,股票
300814,中富电路,A股,深证A股,股票
002382,蓝帆医疗,A股,深证A股,股票
301043,绿岛风,A股,深证A股,股票
300663,科蓝软件,A股,深证A股,股票
300688,创业黑马,A股,深证A股,股票
002471,中超控股,A股,深证A股,股票
301135,瑞德智能,A股,深证A股,股票
300659,中孚信息,A股,深证A股,股票
300196,长海股份,A股,深证A股,股票
002295,精艺股份,A股,深证A股,股票
002969,嘉美包装,A股,深证A股,股票
000555,神州信息,A股,深证A股,股票
300779,惠城环保,A股,深证A股,股票
300535,达威股份,A股,深证A股,股票
300250,初灵信息,A股,深证A股,股票
300145,中金环境,A股,深证A股,股票
002675,东诚药业,A股,深证A股,股票
300418,昆仑万维,A股,深证A股,股票
002115,三维通信,A股,深证A股,股票
300803,指南针,A股,深证A股,股票
002229,鸿博股份,A股,深证A股,股票
000972,*ST中基,A股,深证A股,股票
000663,永安林业,A股,深证A股,股票
001317,三羊马,A股,深证A股,股票
300408,三环集团,A股,深证A股,股票
002862,实丰文化,A股,深证A股,股票
002267,陕天然气,A股,深证A股,股票
300469,信息发展,A股,深证A股,股票
300851,交大思诺,A股,深证A股,股票
002816,和科达,A股,深证A股,股票
002700,ST浩源,A股,深证A股,股票
300036,超图软件,A股,深证A股,股票
300445,康斯特,A股,深证A股,股票
301055,张小泉,A股,深证A股,股票
300374,中铁装配,A股,深证A股,股票
300588,熙菱信息,A股,深证A股,股票
300996,普联软件,A股,深证A股,股票
000836,富通信息,A股,深证A股,股票
300846,首都在线,A股,深证A股,股票
002165,红宝丽,A股,深证A股,股票
002901,大博医疗,A股,深证A股,股票
002095,生意宝,A股,深证A股,股票
002694,顾地科技,A股,深证A股,股票
300032,金龙机电,A股,深证A股,股票
000593,德龙汇能,A股,深证A股,股票
300920,润阳科技,A股,深证A股,股票
000046,泛海控股,A股,深证A股,股票
002567,唐人神,A股,深证A股,股票
300888,稳健医疗,A股,深证A股,股票
000909,数源科技,A股,深证A股,股票
003013,地铁设计,A股,深证A股,股票
301045,天禄科技,A股,深证A股,股票
300892,品渥食品,A股,深证A股,股票
002028,思源电气,A股,深证A股,股票
000039,中集集团,A股,深证A股,股票
301236,软通动力,A股,深证A股,股票
000617,中油资本,A股,深证A股,股票
000799,酒鬼酒,A股,深证A股,股票
003018,金富科技,A股,深证A股,股票
002302,西部建设,A股,深证A股,股票
301015,百洋医药,A股,深证A股,股票
002478,常宝股份,A股,深证A股,股票
002347,泰尔股份,A股,深证A股,股票
000729,燕京啤酒,A股,深证A股,股票
001216,华瓷股份,A股,深证A股,股票
301077,星华反光,A股,深证A股,股票
001318,阳光乳业,A股,深证A股,股票
002284,亚太股份,A股,深证A股,股票
300970,华绿生物,A股,深证A股,股票
002916,深南电路,A股,深证A股,股票
300960,通业科技,A股,深证A股,股票
002648,卫星化学,A股,深证A股,股票
000782,美达股份,A股,深证A股,股票
002715,登云股份,A股,深证A股,股票
300143,盈康生命,A股,深证A股,股票
002174,游族网络,A股,深证A股,股票
000528,柳工,A股,深证A股,股票
300756,金马游乐,A股,深证A股,股票
002583,海能达,A股,深证A股,股票
300158,振东制药,A股,深证A股,股票
002275,桂林三金,A股,深证A股,股票
002788,鹭燕医药,A股,深证A股,股票
002688,金河生物,A股,深证A股,股票
301103,何氏眼科,A股,深证A股,股票
301116,益客食品,A股,深证A股,股票
002451,摩恩电气,A股,深证A股,股票
002400,省广集团,A股,深证A股,股票
300788,中信出版,A股,深证A股,股票
003040,楚天龙,A股,深证A股,股票
300441,鲍斯股份,A股,深证A股,股票
300657,弘信电子,A股,深证A股,股票
300383,光环新网,A股,深证A股,股票
300141,和顺电气,A股,深证A股,股票
002303,美盈森,A股,深证A股,股票
300549,优德精密,A股,深证A股,股票
301017,漱玉平民,A股,深证A股,股票
000967,盈峰环境,A股,深证A股,股票
002458,益生股份,A股,深证A股,股票
000813,德展健康,A股,深证A股,股票
300131,英唐智控,A股,深证A股,股票
300313,ST天山,A股,深证A股,股票
300903,科翔股份,A股,深证A股,股票
300735,光弘科技,A股,深证A股,股票
300417,南华仪器,A股,深证A股,股票
300225,金力泰,A股,深证A股,股票
001211,双枪科技,A股,深证A股,股票
002133,广宇集团,A股,深证A股,股票
300609,汇纳科技,A股,深证A股,股票
000858,五粮液,A股,深证A股,股票
300181,佐力药业,A股,深证A股,股票
000935,四川双马,A股,深证A股,股票
300166,东方国信,A股,深证A股,股票
000524,岭南控股,A股,深证A股,股票
002037,保利联合,A股,深证A股,股票
300046,台基股份,A股,深证A股,股票
002290,禾盛新材,A股,深证A股,股票
002552,宝鼎科技,A股,深证A股,股票
000989,九芝堂,A股,深证A股,股票
300120,经纬辉开,A股,深证A股,股票
300342,天银机电,A股,深证A股,股票
300813,泰林生物,A股,深证A股,股票
300271,华宇软件,A股,深证A股,股票
301123,奕东电子,A股,深证A股,股票
301113,雅艺科技,A股,深证A股,股票
002207,准油股份,A股,深证A股,股票
300922,天秦装备,A股,深证A股,股票
300259,新天科技,A股,深证A股,股票
002535,ST林重,A股,深证A股,股票
300664,鹏鹞环保,A股,深证A股,股票
002168,惠程科技,A股,深证A股,股票
002736,国信证券,A股,深证A股,股票
000429,粤高速Ａ,A股,深证A股,股票
300923,研奥股份,A股,深证A股,股票
000783,长江证券,A股,深证A股,股票
002114,罗平锌电,A股,深证A股,股票
300273,*ST和佳,A股,深证A股,股票
300653,正海生物,A股,深证A股,股票
000753,漳州发展,A股,深证A股,股票
000156,华数传媒,A股,深证A股,股票
002231,奥维通信,A股,深证A股,股票
002878,元隆雅图,A股,深证A股,股票
300686,智动力,A股,深证A股,股票
002392,北京利尔,A股,深证A股,股票
002324,普利特,A股,深证A股,股票
300107,建新股份,A股,深证A股,股票
002642,荣联科技,A股,深证A股,股票
300174,元力股份,A股,深证A股,股票
001209,洪兴股份,A股,深证A股,股票
000876,新希望,A股,深证A股,股票
300815,玉禾田,A股,深证A股,股票
301019,宁波色母,A股,深证A股,股票
300053,欧比特,A股,深证A股,股票
300742,越博动力,A股,深证A股,股票
003029,吉大正元,A股,深证A股,股票
301037,保立佳,A股,深证A股,股票
300796,贝斯美,A股,深证A股,股票
002187,广百股份,A股,深证A股,股票
002019,亿帆医药,A股,深证A股,股票
002098,浔兴股份,A股,深证A股,股票
000157,中联重科,A股,深证A股,股票
300617,安靠智电,A股,深证A股,股票
300115,长盈精密,A股,深证A股,股票
300517,海波重科,A股,深证A股,股票
301212,联盛化学,A股,深证A股,股票
000036,华联控股,A股,深证A股,股票
300875,捷强装备,A股,深证A股,股票
300421,力星股份,A股,深证A股,股票
000623,吉林敖东,A股,深证A股,股票
002685,华东重机,A股,深证A股,股票
301258,富士莱,A股,深证A股,股票
301052,果麦文化,A股,深证A股,股票
301018,申菱环境,A股,深证A股,股票
